Id,division,user type,country,WS_01,WS_02,WS_03,WS_04,WS_05,WS_06,WS_07,WS_08,WS_09,WS_10,WS_11,WSx_11,WSx_12,WSx_13,WSx_14,WSx_15,WSx_16,WSx_17,WSx_18,WSx_19,WSx_20,WS_RM,WS_RM_Language,WS_RM_eng,WS_RM2,WS_RM2_Language,WS_RM2_eng,BA_01,BA_02,BA_03,BA_04,BA_05,BA_06,BAx_11,BAx_12,BAx_13,BAx_14,BAx_15,BAx_16,BAx_17,BAx_18,BAx_19,BAx_20,BA_RM,BA_RM_Language,BA_RM_eng,BA_RM2,BA_RM2_Language,BA_RM2_eng,TR_01,TR_02,TR_03,TR_04,TR_05,TR_06,TR_07,TR_08,TR_09,TR_10,TRx_11,TRx_12,TRx_13,TRx_14,TRx_15,TRx_16,TRx_17,TRx_18,TRx_19,TRx_20,general_OS,general_RM
5044,Information Technology,kiosk worker,Netherlands,1,3,2,2,1,1,1,2,,,,4,4,,,,,,,,,,,,,,,2,3,2,1,2,4,,,,,,,,,,,,,,,,,2,1,4,1,4,3,1,,,,,,,,,,,,,,8,
5045,Operations & Manufacturing,field service engineer,Thailand,4,1,3,2,3,3,2,2,,,,1,1,,,,,,,,,,,,,,,4,2,3,4,4,2,,,,,,,,,,,,,,,,,2,4,2,3,3,1,3,,,,,,,,,,,,,,8,
5046,Supply Chain,engineer,France,3,4,3,4,4,4,4,3,,,,2,2,,,,,,,,,,,,,,,4,1,1,4,3,3,,,,,,,,,,,,,,,,,1,3,1,1,1,2,4,,,,,,,,,,,,,,6,
5047,Human Resources,sales,Romania,3,3,3,3,3,4,1,1,,,,2,3,,,,,,,,,,,,,,,1,4,2,3,4,4,,,,,,,,,,,,,,,,,3,2,2,4,3,3,2,,,,,,,,,,,,,,4,
5048,Sales & Export,kiosk worker,Germany,1,1,3,4,4,2,2,4,,,,2,4,,,,,,,,,,,,,,,1,3,3,2,1,1,,,,,,,,,,,,,,,,,4,3,4,1,1,3,4,,,,,,,,,,,,,,6,
5049,Professional Operations,field service engineer,Norway,2,4,1,2,4,2,2,1,,,,3,2,,,,,,,,,,,,,,,3,2,1,2,1,3,,,,,,,,,,,,,,,,,2,2,2,1,4,1,4,,,,,,,,,,,,,,10,
5050,General Management,engineer,Ireland,3,2,4,3,4,1,4,1,,,,2,1,,,,,,,,,,,,,,,4,2,1,3,2,4,,,,,,,,,,,,,,,,,1,3,1,4,3,2,2,,,,,,,,,,,,,,9,
5051,Operations & Manufacturing,sales,Germany,4,2,3,4,3,2,3,3,,,,4,4,,,,,,,,,,,,,,,3,1,1,1,1,2,,,,,,,,,,,,,,,,,2,1,3,2,3,1,4,,,,,,,,,,,,,,8,
5052,Marketing,kiosk worker,Spain,4,1,3,1,1,4,4,1,,,,2,4,,,,,,,,,,,,,,,3,1,1,2,3,1,,,,,,,,,,,,,,,,,4,4,2,3,1,1,1,,,,,,,,,,,,,,4,
5053,Supply Chain,field service engineer,Netherlands,2,2,1,2,2,3,1,2,,,,4,4,,,,,,,,,,,,,,,2,4,2,1,1,3,,,,,,,,,,,,,,,,,4,4,1,4,1,3,3,,,,,,,,,,,,,,5,
5054,Sales & Export,engineer,Brazil,3,1,2,3,3,3,2,2,,,,3,3,,,,,,,,,,,,,,,3,2,2,4,3,3,,,,,,,,,,,,,,,,,1,3,4,3,2,1,4,,,,,,,,,,,,,,7,
5055,Human Resources,sales,Ireland,1,3,3,1,3,4,1,2,,,,3,3,,,,,,,,,,,,,,,4,2,4,2,4,4,,,,,,,,,,,,,,,,,3,3,2,4,4,3,2,,,,,,,,,,,,,,6,
5056,Sales & Export,kiosk worker,Germany,2,4,1,4,4,3,3,2,,,,2,1,,,,,,,,,,,,,,,2,4,4,2,4,4,,,,,,,,,,,,,,,,,2,4,2,2,2,4,1,,,,,,,,,,,,,,10,
5057,Professional Operations,field service engineer,Spain,3,4,2,3,2,2,3,1,,,,3,1,,,,,,,,,,,,,,,2,1,1,3,2,1,,,,,,,,,,,,,,,,,3,3,2,2,4,2,4,,,,,,,,,,,,,,7,
5058,General Management,engineer,Netherlands,3,1,4,4,3,3,2,4,,,,2,1,,,,,,,,,,,,,,,3,3,4,1,3,3,,,,,,,,,,,,,,,,,2,4,1,3,3,3,2,,,,,,,,,,,,,,5,
5059,Operations & Manufacturing,sales,Brazil,1,2,2,2,2,3,1,3,,,,3,2,,,,,,,,,,,,,,,2,1,3,1,2,2,,,,,,,,,,,,,,,,,1,2,2,1,3,3,4,,,,,,,,,,,,,,8,
5060,Marketing,kiosk worker,Ireland,3,3,4,3,2,3,1,4,,,,3,3,,,,,,,,,,,,,,,2,4,2,2,1,2,,,,,,,,,,,,,,,,,2,1,3,2,1,2,1,,,,,,,,,,,,,,7,
5061,Supply Chain,field service engineer,Germany,2,2,1,4,3,2,1,2,,,,2,3,,,,,,,,,,,,,,,1,1,4,2,2,3,,,,,,,,,,,,,,,,,3,4,3,4,3,4,1,,,,,,,,,,,,,,4,
5062,Sales & Export,engineer,Spain,2,2,3,2,1,3,1,2,,,,4,2,,,,,,,,,,,,,,,4,4,3,1,1,2,,,,,,,,,,,,,,,,,2,3,4,2,3,4,1,,,,,,,,,,,,,,6,
5063,Human Resources,sales,Netherlands,2,1,3,4,3,1,3,2,,,,1,2,,,,,,,,,,,,,,,3,4,2,1,1,2,,,,,,,,,,,,,,,,,1,2,1,1,1,2,4,,,,,,,,,,,,,,5,
5064,Sales & Export,kiosk worker,Brazil,4,3,4,4,4,4,1,4,,,,2,3,,,,,,,,,,,,,,,1,3,4,4,4,3,,,,,,,,,,,,,,,,,1,2,1,4,1,3,3,,,,,,,,,,,,,,4,
5065,Professional Operations,field service engineer,Ireland,4,3,1,1,3,4,2,4,,,,2,4,,,,,,,,,,,,,,,2,1,3,2,4,2,,,,,,,,,,,,,,,,,4,4,1,2,2,4,3,,,,,,,,,,,,,,8,
5066,General Management,engineer,Germany,2,3,1,2,4,4,1,1,,,,4,4,,,,,,,,,,,,,,,3,1,2,2,3,1,,,,,,,,,,,,,,,,,3,1,4,2,4,2,3,,,,,,,,,,,,,,6,
5067,Operations & Manufacturing,sales,Spain,4,3,3,2,3,3,1,1,,,,4,1,,,,,,,,,,,,,,,1,3,4,2,2,1,,,,,,,,,,,,,,,,,4,2,3,3,2,2,2,,,,,,,,,,,,,,9,
5068,Marketing,kiosk worker,Netherlands,1,3,2,1,1,2,4,1,,,,4,3,,,,,,,,,,,,,,,4,1,3,2,1,1,,,,,,,,,,,,,,,,,1,4,2,4,2,2,4,,,,,,,,,,,,,,6,
5069,Supply Chain,field service engineer,Brazil,4,4,3,3,1,1,1,3,,,,4,3,,,,,,,,,,,,,,,1,2,4,4,2,1,,,,,,,,,,,,,,,,,4,4,2,1,3,3,4,,,,,,,,,,,,,,8,
5070,Sales & Export,engineer,Ireland,2,2,1,4,1,2,3,4,,,,3,4,,,,,,,,,,,,,,,1,2,2,3,1,4,,,,,,,,,,,,,,,,,2,3,3,2,3,4,2,,,,,,,,,,,,,,7,
5071,Human Resources,sales,Germany,1,1,2,1,4,4,4,3,,,,4,4,,,,,,,,,,,,,,,1,3,2,2,1,2,,,,,,,,,,,,,,,,,3,2,2,1,2,3,3,,,,,,,,,,,,,,8,
5072,Sales & Export,kiosk worker,Spain,4,1,2,3,4,4,4,3,,,,3,3,,,,,,,,,,,,,,,1,3,1,2,3,4,,,,,,,,,,,,,,,,,2,2,2,3,3,3,2,,,,,,,,,,,,,,9,
5073,Professional Operations,field service engineer,Netherlands,4,3,2,4,4,2,3,1,,,,3,2,,,,,,,,,,,,,,,4,2,1,3,2,3,,,,,,,,,,,,,,,,,1,4,3,4,2,3,1,,,,,,,,,,,,,,7,
5074,General Management,engineer,Brazil,1,1,1,2,1,3,1,2,,,,3,2,,,,,,,,,,,,,,,1,4,3,3,3,4,,,,,,,,,,,,,,,,,4,1,3,1,1,3,2,,,,,,,,,,,,,,7,
5075,Operations & Manufacturing,sales,Ireland,2,1,2,4,1,1,3,1,,,,2,1,,,,,,,,,,,,,,,4,3,4,2,4,3,,,,,,,,,,,,,,,,,2,1,4,2,1,2,1,,,,,,,,,,,,,,10,
5076,Marketing,kiosk worker,Germany,2,1,2,3,3,4,3,4,,,,1,2,,,,,,,,,,,,,,,1,4,1,1,3,2,,,,,,,,,,,,,,,,,1,3,4,3,1,2,1,,,,,,,,,,,,,,6,
5077,Supply Chain,field service engineer,Spain,4,2,3,1,4,2,3,2,,,,3,4,,,,,,,,,,,,,,,3,1,3,1,1,1,,,,,,,,,,,,,,,,,1,4,4,1,1,2,1,,,,,,,,,,,,,,10,
5078,Sales & Export,engineer,Netherlands,4,4,2,4,4,1,4,4,,,,3,1,,,,,,,,,,,,,,,1,4,4,1,1,2,,,,,,,,,,,,,,,,,2,1,1,3,2,2,4,,,,,,,,,,,,,,4,
5079,Human Resources,sales,Brazil,2,1,3,3,2,2,1,1,,,,2,1,,,,,,,,,,,,,,,4,4,4,2,2,2,,,,,,,,,,,,,,,,,3,1,2,3,1,4,1,,,,,,,,,,,,,,5,
5080,Sales & Export,kiosk worker,Ireland,1,2,1,1,4,2,3,1,,,,3,3,,,,,,,,,,,,,,,3,3,1,2,3,2,,,,,,,,,,,,,,,,,4,3,2,1,2,1,1,,,,,,,,,,,,,,7,
5081,Professional Operations,field service engineer,Germany,1,4,3,4,3,4,4,4,,,,3,1,,,,,,,,,,,,,,,2,3,3,4,2,3,,,,,,,,,,,,,,,,,4,1,4,1,4,4,1,,,,,,,,,,,,,,10,
5082,General Management,engineer,Spain,3,1,1,2,1,4,4,2,,,,2,1,,,,,,,,,,,,,,,4,1,2,1,1,3,,,,,,,,,,,,,,,,,1,3,4,2,1,4,1,,,,,,,,,,,,,,6,
5083,Operations & Manufacturing,sales,Netherlands,3,4,1,3,1,4,1,2,,,,3,4,,,,,,,,,,,,,,,1,1,4,3,4,4,,,,,,,,,,,,,,,,,4,2,1,1,2,2,4,,,,,,,,,,,,,,7,
5084,Marketing,kiosk worker,Brazil,2,2,3,4,3,1,1,1,,,,1,1,,,,,,,,,,,,,,,1,1,4,1,1,4,,,,,,,,,,,,,,,,,1,4,4,1,1,1,2,,,,,,,,,,,,,,5,
5085,Supply Chain,field service engineer,Ireland,3,4,3,4,4,1,1,4,,,,2,2,,,,,,,,,,,,,,,2,1,2,3,4,3,,,,,,,,,,,,,,,,,1,3,4,2,2,4,3,,,,,,,,,,,,,,4,
5086,Sales & Export,engineer,Germany,1,4,4,1,3,2,1,1,,,,1,1,,,,,,,,,,,,,,,4,3,3,2,4,4,,,,,,,,,,,,,,,,,3,3,3,4,4,3,2,,,,,,,,,,,,,,8,
5087,Human Resources,sales,Spain,1,4,3,1,1,1,4,2,,,,3,4,,,,,,,,,,,,,,,1,1,2,3,2,2,,,,,,,,,,,,,,,,,4,1,3,2,2,2,3,,,,,,,,,,,,,,4,
5088,Sales & Export,kiosk worker,Netherlands,3,2,2,2,2,1,3,4,,,,1,2,,,,,,,,,,,,,,,2,3,2,2,4,4,,,,,,,,,,,,,,,,,1,3,4,3,1,2,3,,,,,,,,,,,,,,9,
5089,Professional Operations,field service engineer,Brazil,1,3,2,2,1,1,4,4,,,,2,4,,,,,,,,,,,,,,,3,4,4,2,3,1,,,,,,,,,,,,,,,,,4,2,3,3,4,2,1,,,,,,,,,,,,,,8,
5090,General Management,engineer,Ireland,2,3,1,2,4,1,2,3,,,,3,1,,,,,,,,,,,,,,,3,4,3,3,2,4,,,,,,,,,,,,,,,,,3,3,2,1,4,1,4,,,,,,,,,,,,,,4,
5091,Operations & Manufacturing,sales,Germany,4,4,2,4,3,4,4,3,,,,1,3,,,,,,,,,,,,,,,2,4,1,1,4,2,,,,,,,,,,,,,,,,,4,2,1,1,2,2,4,,,,,,,,,,,,,,7,
